28,细胞膜的流动镶嵌模型,3060401020000,观察植物细胞的质壁分离和复原实验,4
29,细胞膜具有流动性的原因,3060302030000,生物膜的流动镶嵌模型,3
2A,生物膜的功能特性,3060302080000,各种膜结构在结构和功能上的联系,4
2B,生物膜研究的前沿信息,3060302070000,生物膜系统的概念,3
2C,细胞膜系统的结构和功能,3060302080000,各种膜结构在结构和功能上的联系,4
2D,线粒体、叶绿体的结构和功能,3060303030000,线粒体、叶绿体结构及功能,3
2E,细胞器中其他器官的主要功能,3060303040000,内质网、核糖体、高尔基体结构及功能,2
2F,观察线粒体和叶绿体,3060303060000,用高倍显微镜观察叶绿体和线粒体,3
2G,细胞核的结构和功能,3060304010000,细胞核的结构和各部分结构的功能,2
2H,细胞器之间的协调配合,,,0
2I,细胞的生物膜系统,3060302070000,生物膜系统的概念,3
2J,细胞核的功能,,,0
2K,真核细胞的三维结构模型,3060304010000,细胞核的结构和各部分结构的功能,2
3,细胞的代谢,,,0
31,物质跨膜运输的方式及其异同,3060401060000,大分子物质跨膜运输的方式、过程和意义,3
32,细胞质壁分离与质壁分离复原现象及其原因,3060401020000,观察植物细胞的质壁分离和复原实验,4
33,主动运输的原理和意义,3060401040000,主动运输,3
34,胞吞、胞吐的过程和意义,3060401050000,被动运输,2
35,物质进出细胞的方式的综合,3060401060000,大分子物质跨膜运输的方式、过程和意义,3
36,酶的发现历程,3060402010000,酶的发现过程及酶的本质,1
37,酶的概念,3060402020000,酶的概念及酶的特性,2
38,酶促反应的原理,3060402030000,酶具有高效性的实验探究,3
39,酶的特性,3060402020000,酶的概念及酶的特性,2
3A,探究影响酶活性的因素,3060402050000,影响酶活性的因素探究，掌握控制变量的科学方法,5
3B,酶在代谢中的作用的综合,3060402050000,影响酶活性的因素探究，掌握控制变量的科学方法,5
3C,ATP的化学组成和特点,3060403010000,ATP的组成、分子简式及结构,2
3D,ATP与ADP相互转化的过程,3060403020000,ATP与ADP相互转化的过程及ATP的来源,2
3E,ATP在生命活动中的作用和意义,3060403030000,ATP在生命活动中的意义,2
3F,ATP在能量代谢中的作用的综合,3060403030000,ATP在生命活动中的意义,2
3G,光合作用的发现史,3060405030000,光合作用的探究历史,2
3H,叶绿体结构及色素的分布和作用,3060405020000,叶绿体中色素的种类、分布和作用,3
3I,叶绿体色素的提取和分离实验,3060405010000,叶绿体中色素提取和分离实验,3
3J,光反应、暗反应过程的能量变化和物质变化,3060405040000,光合作用过程的能量和物质变化,3
3K,光合作用的实质和意义,3060405050000,光合作用的实质、原理、反应总式,4
3L,影响光合作用速率的环境因素,3060405080000,环境因素对光合作用强度的影响,4
3M,化能合成作用,3060405070000,化能合成作用及举例,1
3N,细胞呼吸的概念,3060404010000,细胞呼吸的概念及类型,1
3O,细胞呼吸的过程和意义,3060404020000,有氧呼吸的过程,3
3P,厌氧呼吸的类型,,,0
3Q,有氧呼吸的过程和意义,,,0
3R,无氧呼吸的概念与过程,,,0
3S,细胞呼吸原理在生产和生活中的应用,3060404050000,细胞呼吸的原理和意义及其在生产/生活中的应用,4
3T,探究膜的透性,,,0
3U,观察植物细胞的质壁分离和复原,,,0
3V,探究酵母菌的呼吸方式,,,0
4,细胞的增殖,,,0
41,细胞不能无限长大的原因,3060501010000,细胞不能无限长大的原因,3
42,真核细胞的分裂方式,3060501030000,细胞主要分裂方式简介,4
43,细胞周期的概念,3060501040000,细胞周期的概念及内涵,4
44,探究细胞表面积与体积的关系,3060501020000,个体生长与细胞分裂、长大的关系,3
45,细胞的生长和增殖的周期性,3060501040000,细胞周期的概念及内涵,4
46,细胞的无丝分裂,3060503000000,无丝分裂,3
47,细胞有丝分裂不同时期的特点,3060502020000,有丝分裂的过程及细胞有丝分裂各时期的重要特征,4
48,有丝分裂过程及其变化规律,,,0
49,动、植物细胞有丝分裂的异同点,3060502030000,动、植物细胞有丝分裂过程的比较及有丝分裂的意义,4
4A,有丝分裂的特征和意义,3060502030000,动、植物细胞有丝分裂过程的比较及有丝分裂的意义,4
4B,观察细胞的有丝分裂,3060502060000,观察细胞有丝分裂过程的实验,3
5,细胞的分化、衰老和调亡,,,0
51,细胞的分化,3060504010000,细胞分化的概念及举例,2
52,植物细胞的全能性及应用,3060505010000,动植物细胞的全能性及应用实例,2
53,动物细胞核具有全能性的原因及其应用,3060505010000,动植物细胞的全能性及应用实例,2
54,干细胞的研究进展和应用,3060505030000,细胞干细胞研究前沿拓展,3
55,衰老细胞的主要特征,3060506010000,细胞衰老的主要特征,2
56,个体衰老与细胞衰老的关系,3060506030000,个体衰老与细胞衰老、凋亡的关系,2
57,细胞凋亡的含义,3060506020000,细胞凋亡的概念、细胞凋亡与细胞坏死的区别,2
58,细胞凋亡与细胞坏死的区别,3060506020000,细胞凋亡的概念、细胞凋亡与细胞坏死的区别,2
59,细胞的衰老和凋亡与人类健康的关系,3060506040000,细胞的衰老和凋亡与人类健康,1
5A,癌细胞的主要特征,3060507010000,癌细胞的概念及主要特征,1
5B,细胞癌变的原因,3060507020000,常见的致癌因子及癌变的原因,1
5C,恶性肿瘤的防治,3060507030000,健康的生活方式与癌症防治之间的关系,1
5D,细胞衰老的原因探究,3060506040000,细胞的衰老和凋亡与人类健康,1
6,遗传的细胞基础,,,0
61,细胞的减数分裂,,,0
62,精子的形成过程,,,0
63,卵细胞的形成过程,,,0
64,同源染色体与非同源染色体的区别与联系,,,0
65,减数第一、二次分裂过程中染色体的行为变化,,,0
66,减数分裂过程中染色体和DNA的规律性变化,,,0
67,精子和卵细胞形成过程的异同,,,0
68,配子形成过程中染色体组合的多样性,,,0
69,受精作用,3063301010000,体内受精和早期胚胎发育,3
6A,亲子代生物之间染色体数目保持稳定的原因,,,0
6B,观察细胞的减数分裂实验,,,0
6C,试管婴儿及其意义,,,0
7,遗传的分子基础,,,0
71,人类对遗传物质的探究历程,,,0
72,肺炎双球菌转化实验,3061002000000,肺炎双球菌转化实验,2
73,噬菌体侵染细菌实验,,,0
74,烟草花叶病毒,,,0
75,证明DNA是主要遗传物质的实验,3061002010000,格里菲斯实验过程及结论,2
76,DNA分子的基本单位,3061102010000,DNA的分子结构,3
77,碱基互补配对原则,3061102020000,碱基数的相关计算,4
78,DNA分子结构的主要特点,3061102010000,DNA的分子结构,3
79,DNA分子的多样性和特异性,3061102010000,DNA的分子结构,3
7A,脱氧核苷酸序列与遗传信息的关系,3061102010000,DNA的分子结构,3
7B,基因和遗传信息的关系,3061301010000,基因的本质,2
7C,DNA分子的复制,3061201010000,半保留复制、全保留复制和弥散复制的区别,4
7D,RNA分子的组成和种类,3061302010000,RNA的种类,2
7E,基因与DNA的关系,3061301010000,基因的本质,2
7F,遗传信息的转录和翻译,3061302020000,转录的条件、过程、结果,3
7G,基因、蛋白质与性状的关系,3061402010000,基因控制生物性状,3
7H,中心法则及其发展,3061401020000,中心法则的发展,2
8,遗传的基本规律,3060502020000,有丝分裂的过程及细胞有丝分裂各时期的重要特征,4
81,孟德尔遗传实验,3060601040000,一对相对性状的杂交实验过程,3
82,单因子和双因子杂交实验,3060601050000,两对相对性状的杂交实验过程,3
83,生物的性状与相对性状,,,0
84,测交方法检验F1的基因型,,,0
85,基因的分离规律的实质及应用,,,0
86,对分离现象的解释和验证,,,0
87,基因的自由组合规律的实质及应用,,,0
88,性状的显、隐性关系及基因型、表现型,,,0
89,基因与性状的关系,,,0
8A,伴性遗传,3060901010000,伴性遗传的本质,3
8B,伴性遗传在实践中的应用,3060901040000,伴性遗传在实践中的应用,2
8C,植物或动物性状分离的杂交实验,,,0
9,生物的变异,,,0
91,基因重组及其意义,3063101010000,限制酶,3
92,基因突变的特征,3061501050000,基因突变的特点及意义,3
93,诱发基因突变的因素,3061501040000,诱变因素,3
94,基因突变的原因,3061501030000,基因突变发生的时期及分子学解释,3
95,染色体结构变异的基本类型,,,0
96,染色体数目的变异,,,0
97,染色体组的概念、单倍体、二倍体、多倍体,,,0
98,染色体结构变异和数目变异,,,0
99,低温诱导染色体加倍实验,,,0
9A,杂交育种,3061801020000,杂交育种的优、缺点,2
9B,诱变育种,3061801030000,诱变育种的原理及过程,2
9C,生物变异的应用,3061801010000,杂交育种的原理及过程,3
9D,转基因技术,3061804010000,基因工程的诞生,1
9E,转基因生物和转基因食品的安全性,3061804030000,基因工程的应用,2
A,人类遗传病,3061700000000,人类遗传病,2
A1,人类遗传病的类型及危害,3061701010000,人类遗传病的类型及实例,2
A2,人类遗传病的监测和预防,3061702000000,遗传病的检测和预防,1
A3,人类基因组计划及其意义,3061703000000,人类基因组计划,1
A4,常见的人类遗传病,3061701020000,人类遗传病的调查,1
B,生物的进化,,,0
B1,自然选择学说的要点,3061901040000,自然选择常说的要点,2
B2,现代生物进化理论的主要内容,3061902010000,现代生物进化理论的主要内容,2
B3,生物进化与生物多样性的形成,3061903010000,生物进化与生物多样性的形成,2
B4,生物进化观念对人们思想观念的影响,3061903020000,生物进化观念对人们思想观念的影响,1
B5,基因频率的变化,3061902020000,基因频率的变化,5
B6,生物的多样性,3061903030000,生物的多样性,2
B7,生物多样性形成的影响因素,3061903040000,生物多样性形成的影响因素,2
B8,物种的概念与形成,3061904010000,物种的概念与形成,3
C,植物的激素调节,3062200000000,植物的激素调节,3
C1,植物生长素的发现和作用,3062201010000,植物生长素的发现历程,3
C2,探究植物生长调节剂对扦插枝条生根的作用,,,0
C3,生长素的产生、分布和运输情况,,,0
C4,生长素的作用以及作用的两重性,3062201020000,生长素的本质及产生部位,3
C5,生长素类似物在农业生产实践中的作用,3062201050000,生长素类似物在农业生产中的应用,2
C6,植物激素的概念,3062201010000,植物生长素的发现历程,3
C7,植物激素的作用,3062202020000,植物激素间的相互作用,2
C8,植物激素及其植物生长调节剂的应用价值,3062202010000,细胞分裂素、赤霉素、乙烯、脱落酸等的生理作用及产生部位,2
D,动物生命活动的调节,,,0
D1,神经元各部分的结构和功能,,,0
D2,反射弧各部分组成及功能,,,0
D3,反射的过程,,,0
D4,利用神经调节原理的仿生学,,,0
D5,人体神经调节的结构基础和调节过程,,,0
D6,细胞膜内外在各种状态下的电位情况,,,0
D7,神经冲动的含义,,,0
D8,突触的结构,,,0
D9,神经冲动的产生和传导,,,0
DA,脑的高级功能,,,0
DB,动物激素的调节,3062102010000,激素调节的发现过程,2
DC,动物激素的应用,,,0
E,人体的内环境与稳态,3062000000000,人体的内环境与稳态,3
E1,稳态的生理意义,3062001060000,内环境稳态的维持及生理意义,3
E2,神经、体液调节在维持稳态中的作用,3062103010000,神经、体液调节在维持稳态中的作用,3
E3,体温调节、水盐调节、血糖调节,,,0
E4,人体免疫系统在维持稳态中的作用,3062104010000,免疫的概念和类型,3
E5,艾滋病的流行和预防,,,0
E6,尿糖的检测,,,0
E7,青少年中常见的免疫异常,3062104070000,免疫性疾病,3
E8,内环境的组成,3062001010000,外环境与内环境,3
E9,内环境的理化特性,,,0
F,种群和群落,3062300000000,种群和群落,3
F1,种群的特征,3062301010000,种群密度的概念,3
F2,种群的数量变动,3062302010000,构建种群增长模型的方法,3
F3,估算种群密度的方法,,,0
F4,种群数量的变化曲线,,,0
F5,群落的结构特征,3062303010000,生物群落的概念,1
F6,群落的演替,3062304010000,群落演替,2
F7,种间关系,3062303040000,种间关系,1
F8,探究培养液中酵母种群数量的动态变化,,,0
F9,土壤中动物类群丰富度的研究,,,0
FA,当地自然群落中若干种生物的生态位,,,0
FB,探究水族箱（或鱼缸）中群落的演替,,,0
G,生态系统,,,0
G1,生态系统的概念,,,0
G2,生态系统的功能,,,0
G3,生态系统的结构,3062401010000,生态系统和生物圈的概念,3
G4,物质循环和能量流动的基本规律及其应用,3062403010000,物质循环的基本规律及其应用,3
G5,生态系统中的信息传递,3062404010000,生态系统中的信息传递,3
G6,生态系统的稳定性,3062405010000,生态系统的稳定性,3
G7,农业生态系统中的能量流动,3062402020000,农业生态系统中的能量流动,3
H,生态环境的保护,3062500000000,生态环境的保护,2
H1,人口增长对生态环境的影响,3062501010000,我国人口现状与前景,2
H2,全球性生态环境问题,3062501020000,人口增长对生态环境的影响,2
H3,生物多样性保护的意义和措施,3062501030000,全球性生态环境问题举例,2
I,微生物的利用,,,0
I1,微生物的分离和培养,3062701010000,微生物需要的营养,2
I2,测定某种微生物的数量,,,0
I3,培养基对微生物的选择作用,,,0
I4,微生物的利用,,,0
I5,利用微生物进行发酵来生产特定的产物,,,0
I6,用大肠杆菌为材料进行平面培养，分离菌落,,,0
I7,用土壤浸出液进行细菌培养,,,0
I8,以尿素为氮源，测定能生长的细菌的数量,3062702000000,分离土壤中分解尿素的细菌,2
I9,土壤中能分解纤维素的微生物及其应用价值,3062703000000,分解纤维素的微生物的分离,3
J,酶的应用,,,0
J1,酶的存在和简单制作方法,,,0
J2,酶活力测定的一般原理和方法,,,0
J3,酶在食品制造和洗涤等方面的应用,3062802010000,酶在食品制造和洗涤等方面的应用,2
J4,制备和应用固相化酶,3062803010000,制备和应用固相化酶,2
J5,果胶酶的活性测定,3062801000000,果胶酶在果汁生产中的应用,2
J6,脂肪酶、蛋白酶的洗涤效果,,,0
J7,探究将有油渍、汗渍、血渍的衣物洗净的办法,3062802020000,探究将有油渍、汗渍、血渍的衣物洗净的办法,2
J8,制成固相化乳糖酶并检测牛奶中乳糖的分解,3062803020000,制成固相化乳糖酶并检测牛奶中乳糖的分解,3
J9,固相化酶的应用价值,,,0
K,生物技术在食品加工中的应用,,,0
K1,从生物材料中提取某些特定成分,,,0
K2,发酵食品加工的基本方法及应用,,,0
K3,测定食品加工中可能产生的有害物质,,,0
K4,提取芳香油,3063001010000,提取芳香油,3
K5,酒酵母制酒及乙酸菌由酒制醋,3062601010000,果酒、果醋的制,3
K6,生产果汁酒以及生产醋的装置,,,0
K7,制作腐乳的科学原理及影响腐乳品质的条件,3062602010000,制作腐乳的科学原理及影响腐乳品质的条件,2
K8,制作泡莱,,,0
K9,用比色法测定亚硝酸盐含量的变化,3062603010000,用比色法测定亚硝酸盐含量的变化,2
KA,食品安全问题,,,0
L,生物技术在其他方面的应用,,,0
L1,植物的组织培养,3063201030000,植物组织培养的过程,2
L2,蛋白质的提取和分离,3062903010000,蛋白质的提取和分离,3
L3,PCR技术的基本操作和应用,,,0
L4,用组织培养法培养花卉等幼苗,3063201040000,植物组织培养的应用,2
L5,露地栽培,,,0
L6,提取的乳糖脱氢酶并分离其同工酶,,,0
L7,用DNA片段进行PCR扩增,3062902010000,PCR技术的实验原理和原料,3
L8,DNA的粗提取和鉴定,3062901010000,DNA粗提取实验,3
M,生物科学与农业,,,0
M1,农业生产中的繁殖控制技术,,,0
M2,现代生物技术在育种中的应用,,,0
M3,植物病虫害的防治原理和技术,,,0
M4,动物疫病的控制,,,0
M5,绿色食品的生产,,,0
M6,农作物的防治措施和效果,,,0
M7,动物疫病的发生规律及防治方法,,,0
M8,绿色食品生产或消费的情况,,,0
M9,设施农业,,,0
N,生物科学与工业,,,0
N1,发酵与食品生产,3062601020000,发酵与食品生产,2
N2,酶在工业生产中的应用,,,0
N3,生物工程技术药物和疫苗的生产原理,,,0
N4,生物工程技术,,,0
O,生物科学与健康,,,0
O1,基因诊断和基因治疗,,,0
O2,器官移植,,,0
O3,避孕的原理和方法,,,0
O4,人工受精、试管婴儿等生殖技术,3063301020000,体外受精和早期胚胎发育,3
O5,抗生素的合理使用,,,0
O6,生殖技术的伦理问题,,,0
P,生物科学与环境保护,,,0
P1,生物性污染,,,0
P2,生物净化的原理和方法,,,0
P3,有利于和不利于环境保护的消费行为,,,0
P4,生物资源的合理利用,,,0
P5,利用生物净化原理治理环境污染,,,0
Q,基因工程,3063100000000,基因工程,3
Q1,基因工程的诞生,3061804010000,基因工程的诞生,1
Q2,基因工程的原理及技术,3063102010000,目的基因的获取方法,2
Q3,基因工程的应用,3063103000000,基因工程的应用,3
Q4,蛋白质工程,3063104000000,蛋白质工程,3
Q5,DNA的粗提取和鉴定,,,0
Q6,转基因生物的利与弊,,,0
R,细胞工程,3063200000000,细胞工程,3
R1,细胞工程的概念,3063201010000,植物组织培养的原理,3
R2,细胞工程的操作水平、对象、条件及手段,3063202010000,植物体细胞杂交技术的原理,3
R3,植物组织培养的概念及原理,,,0
R4,植物培养的条件及过程,,,0
R5,组织培养基的成分及作用,,,0
R6,人工种子的制备,,,0
R7,植物体细胞杂交的过程,,,0
R8,细胞融合的方法,,,0
R9,植物体细胞杂交的应用,,,0
RA,单倍体诱导与利用,,,0
RB,动物细胞工程的常用技术,,,0
RC,动物细胞与组织培养过程,,,0
RD,动物细胞核移植技术,3063206010000,核移植技术的原理,3
RE,动物体细胞克隆,,,0
RF,克隆的利与弊,,,0
RG,细胞融合的概念及方法,,,0
RH,单克隆抗体的制备过程,3063205050000,单克隆抗体的制备过程,3
RI,单克隆抗体的优点,3063205060000,单克隆抗体的特点及应用,3
S,胚胎工程,3063300000000,胚胎工程,3
S1,动物胚胎发育的概念,,,0
S2,动物胚胎发育的过程,,,0
S3,产前检测,,,0
S4,胚胎工程的概念及操作对象,3063302010000,胚胎分割,3
S5,胚胎移植,3063302020000,胚胎移植,2
S6,胚胎分割移植,,,0
S7,干细胞的概念及种类,,,0
S8,胚胎干细胞的来源及分化,,,0
S9,胚胎干细胞的研究与应用,,,0
T,生物技术的安全性和伦理问题,,,0
T1,转基因生物的安全性问题,3063401000000,转基因生物的安全性,2
T2,生物武器对人类的威胁,3063403000000,禁止生物武器,2
T3,治疗性克隆的操作过程,,,0
T4,禁止生殖性克隆,,,0
T5,生物技术中的伦理问题,3063402000000,关注生物技术的伦理问题,2
T6,生物技术研究与开发的有关政策和法规,,,0
U,生态工程,3063500000000,生态工程,2
U1,生态工程的概念及其目标,3063501000000,生态工程的基本原理,2
U2,现代生态工程的农业模式,3063502010000,现代生态工程的农业模式,3
U3,生态工程依据的生态学原理,3063502020000,生态工程依据的生态学原理,3
U4,如何进行生态工程的设计,3063502030000,如何进行生态工程的设计,3
U5,生物氧化塘是如何净化污水的,3063502040000,生物氧化塘是如何净化污水的,2
U6,生态工程建设的基本过程,3063502050000,生态工程建设的基本过程,2
U7,农林牧副鱼一体化生态工程,3063502060000,农林牧副鱼一体化生态工程,2
U8,治污生态工程,3063502070000,治污生态工程,2
U9,人工湿地的作用,,,0
UA,生态恢复工程,,,0
UB,生态农业工程,,,0
UC,生态城市,,,0
UD,生态工程的建设情况综合,3063502080000,生态工程的建设情况综合,2
